report_id,report_year,facility_id,jurisdiction_code,jurisdiction_facility_id,facility_name,registered_business_name,primary_anzsic_class_code,primary_anzsic_class_name,substance_id,substance_sort_order,substance_name,air_point_emission_kg,air_point_eet,air_fugitive_emission_kg,air_fugitive_eet,air_total_emission_kg,water_emission_kg,water_eet,land_emission_kg,land_eet,suburb,state,postcode,latitude,longitude,pivot_facility_name
562592,2024/2025,546228,WA,WA0756,Daniel's Well,A O'MEEHAN AND CO.,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,186235,___4_,186235,,,,,Borden,WA,6338,-34.223631,118.276988,"Daniel's Well, Borden WA (WA0756)"
570302,2024/2025,511632,QLD,Q063ARF001,Aronui Feedlot,AUSTRALIAN AGRICULTURAL COMPANY LIMITED,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1201060,___4_,1201060,,,,,Dalby,QLD,4405,-27.035665,151.333029,"Aronui Feedlot, Dalby QLD (Q063ARF001)"
570322,2024/2025,511516,QLD,Q063ACO001,Brindley Park Feedlot,AUSTRALIAN COUNTRY CHOICE FEEDLOTS,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1417935,___4_,1417935,,,,,Roma,QLD,4455,-26.258,148.960278,"Brindley Park Feedlot, Roma QLD (Q063ACO001)"
570334,2024/2025,511526,QLD,Q063ACO002,Brisbane Valley Feedlot,AUSTRALIAN COUNTRY CHOICE FEEDLOTS,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,228315,___4_,228315,,,,,Buaraba,QLD,4311,-27.39668,152.35723,"Brisbane Valley Feedlot, Buaraba QLD (Q063ACO002)"
570332,2024/2025,512052,QLD,Q063ILC012,Opal Creek,AUSTRALIAN COUNTRY CHOICE FEEDLOTS,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1922654,___4_,1922654,,,,,Cecil Plains,QLD,4407,-27.679387,150.914363,"Opal Creek, Cecil Plains QLD (Q063ILC012)"
561836,2024/2025,704128,WA,WA1753,Narrogin Beef Feedlot,AUSVISION RURAL SERVICES PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,164150,___4_,164150,,,,,Narrogin,WA,6312,-32.980123,117.152564,"Narrogin Beef Feedlot, Narrogin WA (WA1753)"
564994,2024/2025,484126,NSW,1117,Avondale Feedlot,AVONDALE AG,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),244019.3,___4_,,,244019.3,,,,,Rowena,NSW,2387,-29.684677,148.827652,"Avondale Feedlot, Rowena NSW (1117)"
570440,2024/2025,511750,QLD,Q063CGN001,Barmount Feedlot,BARMOUNT PARTNERSHIP,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,498682.92,___4_,498682.92,,,,,Lotus Creek,QLD,4705,-22.542129,149.093487,"Barmount Feedlot, Lotus Creek QLD (Q063CGN001)"
562584,2024/2025,484122,NSW,1116,Bective Feedlot,BECTIVE OPERATIONS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,348209,1____,348209,,,,,Tamworth,NSW,2340,-30.973208,150.730796,"Bective Feedlot, Tamworth NSW (1116)"
570020,2024/2025,660140,NSW,1547,Haino Park Feedlot,BLACKMORE WAGYU BEEF PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,86940,___4_,86940,,,,,Finley,NSW,2713,-35.58536,145.43373,"Haino Park Feedlot, Finley NSW (1547)"
562136,2024/2025,704690,WA,WA1755,Oakford Farm,CHARLA DOWNS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,30030,___4_,30030,,,,,Waroona,WA,6215,-32.83252,115.887422,"Oakford Farm, Waroona WA (WA1755)"
563794,2024/2025,484062,NSW,1106,Frampton Flat Feedlot,DJ FRANKEL TRUST T/A FRAMPTON FLAT,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,194600,___4_,194600,,,,,Tullibigeal,NSW,2669,-33.419295,146.731779,"Frampton Flat Feedlot, Tullibigeal NSW (1106)"
570084,2024/2025,546200,WA,WA0749,Wongee Feedlot,DOWLCO LIVESTOCK PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,127750,___4_,127750,,,,,Popanyinning,WA,6309,-32.68,117.105278,"Wongee Feedlot, Popanyinning WA (WA0749)"
570432,2024/2025,685312,QLD,Q063FUF001,Wallardi,FED-UP FEEDLOT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,56434,___4_,56434,,,,,Cecil Plains,QLD,4407,-27.468028,151.192879,"Wallardi, Cecil Plains QLD (Q063FUF001)"
568800,2024/2025,703724,WA,WA1749,Pederah Creek,FOTHERINGHAME PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,130393,___4_,130393,,,,,Karlgarin,WA,6358,-32.560698,118.632726,"Pederah Creek, Karlgarin WA (WA1749)"
568360,2024/2025,559018,QLD,Q063OLI001,Olinda Park,GIBSON PARTNERSHIP,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,167559.7,___4_,167559.7,,,,,Dalby,QLD,4405,-27.3013,150.816,"Olinda Park, Dalby QLD (Q063OLI001)"
562708,2024/2025,703722,WA,WA1748,Welldon Beef,GR ATWELL PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,131040,___4_,131040,,,,,Williams,WA,6391,-33.042467,116.941522,"Welldon Beef, Williams WA (WA1748)"
564162,2024/2025,571610,NSW,1263,Gunnee Feedlot,GUNNEE FEEDLOT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,672000,___4_,672000,,,,,Delungra,NSW,2403,-29.609444,150.861944,"Gunnee Feedlot, Delungra NSW (1263)"
562396,2024/2025,676804,VIC,00030842,Dimboola Feedlot,HARMONY FEEDLOT SERVICES PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,371000,___4_,371000,,,,,Gerang Gerung,VIC,3148,-36.36628889,141.9191944,"Dimboola Feedlot, Gerang Gerung VIC (00030842)"
562444,2024/2025,546220,WA,WA0755,Westbeef Feedlot,HARMONY OPERATIONS AUSTRALIA PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,299395.8333,___4_,299395.8333,,,,,Kalannie,WA,6468,-30.452142,117.162827,"Westbeef Feedlot, Kalannie WA (WA0755)"
563942,2024/2025,565638,QLD,Q063HDC001,"""Hatcham Downs""",HATCHAM DOWNS CATTLE CO PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,295306.9,___4_,295306.9,,,,,Taroom,QLD,4420,-25.970552,149.381105,"""Hatcham Downs"", Taroom QLD (Q063HDC001)"
564742,2024/2025,532638,VIC,00007630,Peechelba Beef,ICM AGRIBUSINESS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1151570,___4_,1151570,,,,,Peechelba,VIC,3678,-36.164134,146.215055,"Peechelba Beef, Peechelba VIC (00007630)"
569112,2024/2025,704788,WA,WA1757,Cullalla Feedlot,INTERNATIONAL LIVESTOCK EXPORT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,192360,___4_,192360,,,,,Moondah,WA,6503,-31.300759,116.017283,"Cullalla Feedlot, Moondah WA (WA1757)"
565660,2024/2025,511600,QLD,Q063AMH002,Beef City Feedlot,JBS AUSTRALIA PTY LIMITED,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1490130,___4_,1490130,,,,,Purrawanda,QLD,4356,-27.523639,151.619025,"Beef City Feedlot, Purrawanda QLD (Q063AMH002)"
566432,2024/2025,488524,NSW,402,Caroona Feedlot,JBS AUSTRALIA PTY LIMITED,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1478100,___4_,1478100,,,,,Quirindi,NSW,2343,-31.391667,150.375,"Caroona Feedlot, Quirindi NSW (402)"
566820,2024/2025,511582,QLD,Q063AMH001,Mungindi Feedlot,JBS AUSTRALIA PTY LIMITED,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,703433,___4_,703433,,,,,Mungindi Via Talwood,QLD,4497,-28.773053,149.108229,"Mungindi Feedlot, Mungindi Via Talwood QLD (Q063AMH001)"
566856,2024/2025,488612,NSW,409,Prime City Feedlot,JBS AUSTRALIA PTY LIMITED,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1980880,___4_,1980880,,,,,Tabbita,NSW,2652,-34.106111,145.736111,"Prime City Feedlot, Tabbita NSW (409)"
565910,2024/2025,488008,NSW,371,Riverina Feedlot,JBS AUSTRALIA PTY LIMITED,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,2773210,___4_,2773210,,,,,Yanco,NSW,2703,-34.644559,146.484172,"Riverina Feedlot, Yanco NSW (371)"
566390,2024/2025,495788,NSW,927,Yambinya Station Burraboi,JBS AUSTRALIA PTY LIMITED,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,863523,___4_,863523,,,,,Burraboi,NSW,2732,-35.328653,144.267786,Yambinya Station Burraboi NSW (927)
570438,2024/2025,512104,QLD,Q063JRA001,Glenavon Feedlot,JOHN ROBERT ATKINSON,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,15225,___4_,15225,,,,,Yaamba,QLD,4704,-22.979823,150.058284,"Glenavon Feedlot, Yaamba QLD (Q063JRA001)"
562638,2024/2025,483920,NSW,1082,Killara Feedlot,KILLARA FEEDLOT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,951000,___4_,951000,,,,,Quirindi,NSW,2343,-31.47149,150.5867,"Killara Feedlot, Quirindi NSW (1082)"
564532,2024/2025,512516,QLD,Q063WBC001,Freestone Feedlot,KINGSFORD FARMS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,146160,___4_,146160,,,,,Warwick,QLD,4370,-28.147175,152.098745,"Freestone Feedlot, Warwick QLD (Q063WBC001)"
564530,2024/2025,636118,QLD,Q063KIN001,Glengowrie Feedlot,KINGSFORD FARMS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,110460,___4_,110460,,,,,Victoria Hill,QLD,4361,-28.009195,151.775436,"Glengowrie Feedlot, Victoria Hill QLD (Q063KIN001)"
570402,2024/2025,512502,QLD,Q063WAL001,Wieambilla Feedlot,LLOYD PASTORAL COMPANY PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,633834.95,___4_,633834.95,,,,,Chinchilla,QLD,4413,-26.891368,150.436782,"Wieambilla Feedlot, Chinchilla QLD (Q063WAL001)"
570412,2024/2025,558862,QLD,Q063MDH001,Wallumba Feedlot,M.D.H. PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,747948.6,___4_,747948.6,,,,,Condamine,QLD,4416,-26.84464,150.23565,"Wallumba Feedlot, Condamine QLD (Q063MDH001)"
570338,2024/2025,512242,QLD,Q063MPC001,Maydan Feedlot,MAYDAN PASTORAL CO.,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,603084.77,___4_,603084.77,,,,,Warwick,QLD,4352,-28.119748,151.851812,"Maydan Feedlot, Warwick QLD (Q063MPC001)"
564014,2024/2025,555630,SA,SA0470,Mayura Station,MAYURA PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,113400,___4_,113400,,,,,Millicent,SA,5280,-37.630465,140.29548,"Mayura Station, Millicent SA (SA0470)"
570300,2024/2025,511568,QLD,Q063ALP002,Lemon Tree Feedlot,MCNAMEE PARTNERS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1301006,___4_,1301006,,,,,Millmerran,QLD,4357,-27.7852,151.281,"Lemon Tree Feedlot, Millmerran QLD (Q063ALP002)"
570446,2024/2025,484066,NSW,1107,Mirambee Feedlot,MIRAMBEE LIVESTOCK PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,199920,___4_,199920,,,,,Dubbo,NSW,2830,-32.348642,148.694415,"Mirambee Feedlot, Dubbo NSW (1107)"
570414,2024/2025,511798,QLD,Q063DHP001,Pinegrove Feedlot,MORT & CO LOT FEEDERS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,580760.6,___4_,580760.6,,,,,Millmerran,QLD,4357,-27.7696,151.222,"Pinegrove Feedlot, Millmerran QLD (Q063DHP001)"
561854,2024/2025,615786,NSW,1433,Mt Hercules Pastoral Company,MR HERCULES PASTORAL PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,50330,___4_,50330,,,,,Wallendbeen,NSW,2588,-34.620667,148.183333,"Mt Hercules Pastoral Company, Wallendbeen NSW (1433)"
568802,2024/2025,487070,NSW,301,Myola Feedlot,MYOLA FEEDLOT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1210000,___4_,1210000,,,,,North Star,NSW,2408,-29.077447,150.339376,"Myola Feedlot, North Star NSW (301)"
569878,2024/2025,512298,QLD,Q063NOL001,Wide Bay Feedlot,NOLAN MEATS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,280000,___4_,280000,,,,,Kilkivan,QLD,4600,-26.147876,152.176373,"Wide Bay Feedlot, Kilkivan QLD (Q063NOL001)"
562314,2024/2025,484134,NSW,1119,Tallawanta Feedlot,PROVIDORE GLOBAL PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,162000,___4_,162000,,,,,Garah,NSW,2405,-29.211696,149.370895,"Tallawanta Feedlot, Garah NSW (1119)"
570476,2024/2025,558672,QLD,Q063BON001,Bannockburn Feedlot,R.R FERRIER & S.R FERRIER,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,30259.83,___4_,30259.83,,,,,Bell,QLD,4408,-26.90708333,151.4003056,"Bannockburn Feedlot, Bell QLD (Q063BON001)"
566052,2024/2025,495768,NSW,925,Rangers Valley Feedlot,RANGERS VALLEY CATTLE STATION PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,3107131,___4_,3107131,,,,,Glen Innes,NSW,2370,-29.506296,151.729069,"Rangers Valley Feedlot, Glen Innes NSW (925)"
563228,2024/2025,705214,NSW,1695,Ashleigh Park,REGMONT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,261100,___4_,261100,,,,,Culcairn,NSW,2660,-35.633684,147.041917,"Ashleigh Park, Culcairn NSW (1695)"
570342,2024/2025,512458,QLD,Q063TCS001,Sandalwood Feedlot,SANDALWOOD FEEDLOT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1048460,___4_,1048460,,,,,Dalby,QLD,4405,-27.135556,151.433889,"Sandalwood Feedlot, Dalby QLD (Q063TCS001)"
570306,2024/2025,511784,QLD,Q063DHB001,Saxby Feedlot,SAXBY FEEDLOT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,273507,___4_,273507,,,,,Kilkivan,QLD,4600,-26.238474,152.216382,"Saxby Feedlot, Kilkivan QLD (Q063DHB001)"
561718,2024/2025,546182,WA,WA0744,Semini Feedlot,SEMINI ENTERPRISES PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,76795.83,___4_,76795.83,,,,,Treeton,WA,6284,-33.862147,115.214743,"Semini Feedlot, Treeton WA (WA0744)"
570620,2024/2025,575898,SA,SA0594,Tungali,"SIHERO PTY., LTD. ILIRA PTY. LTD - PRINCESS ROYAL STATION",0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,203700,___4_,203700,,,,,Sedan,SA,5353,-34.491629,139.306736,"Tungali, Sedan SA (SA0594)"
568374,2024/2025,512118,QLD,Q063KLF001,Kerwee Feedlot,STOCKYARD LOT FEEDERS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1214048,___4_,1214048,,,,,Jondaryan,QLD,4403,-27.386804,151.547952,"Kerwee Feedlot, Jondaryan QLD (Q063KLF001)"
570444,2024/2025,484130,NSW,1118,Kia Ora Feedlot,SWAIN FARMS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,315000,___4_,315000,,,,,Walgett,NSW,2832,-29.966312,147.396955,"Kia Ora Feedlot, Walgett NSW (1118)"
562506,2024/2025,547164,WA,WA0962,Lake Preston Feedlot,T W PEARSON AND SON,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,157010,___4_,157010,,,,,Myalup,WA,6220,-32.968353,115.709585,"Lake Preston Feedlot, Myalup WA (WA0962)"
562502,2024/2025,561446,WA,WA1144,Twyata Pool Feedlot,T W PEARSON AND SON,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,186060,___4_,186060,,,,,Badgingarra,WA,6521,-30.3465,115.4901,"Twyata Pool Feedlot, Badgingarra WA (WA1144)"
565600,2024/2025,535914,VIC,00024772,Teys Australia Charlton,TEYS AUSTRALIA SOUTHERN PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,562679.5569,___4_,562679.5569,,,,,Yeungroon,VIC,3525,-36.345557,143.341432,"Teys Australia Charlton, Yeungroon VIC (00024772)"
565748,2024/2025,487618,NSW,343,Teys Australia Jindalee,TEYS AUSTRALIA SOUTHERN PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,477770.7339,___4_,477770.7339,,,,,Springdale,NSW,2666,-34.455293,147.77504,"Teys Australia Jindalee, Springdale NSW (343)"
570014,2024/2025,512472,QLD,Q063TEF001,Teys Australia Condamine Feedlot,TEYS FEEDLOT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,721097.169,___4_,721097.169,,,,,Condamine,QLD,4416,-26.897,149.855,"Teys Australia Condamine Feedlot, Condamine QLD (Q063TEF001)"
570320,2024/2025,512258,QLD,Q063NAP001,Wainui Feedlot,THE NORTH AUSTRALIA PAST CO.,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,996335.5,___4_,996335.5,,,,,Bowenville,QLD,4404,-27.19,151.27,"Wainui Feedlot, Bowenville QLD (Q063NAP001)"
570400,2024/2025,511762,QLD,Q063CWR001,Harrow,THE SAR CROWTHER TRUST,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,9800,___4_,9800,,,,,Injune,QLD,4454,-25.017579,148.783085,"Harrow, Injune QLD (Q063CWR001)"
563070,2024/2025,520066,SA,SA0410,Korunye Park Feedlot,THE TRUSTEE FOR KORUNYE PARK FAMILY TRUST,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,119000,___4_,119000,,,,,Korunye,SA,5502,-34.491968,138.525434,"Korunye Park Feedlot, Korunye SA (SA0410)"
567804,2024/2025,646724,SA,SA0718,Southern Cross Feedlot,THOMAS FOODS INTERNATIONAL FEEDLOT PTY LIMITED,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1760000,___4_,1760000,,,,,Tintinara,SA,5266,-35.761158,140.102857,"Southern Cross Feedlot, Tintinara SA (SA0718)"
570304,2024/2025,561772,QLD,Q063WAR001,Warrigal Hills,THORNE CATTLE COMPANY PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,217404,___4_,217404,,,,,Wandoan,QLD,4419,-25.950376,149.908313,"Warrigal Hills, Wandoan QLD (Q063WAR001)"
570336,2024/2025,512022,QLD,Q063ILC007,Toogoolawah Feedlot Pty Ltd,TOOGOOLAWAH FEEDLOT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,49126,___4_,49126,,,,,Toogoolawah,QLD,4313,-27.122757,152.343483,"Toogoolawah Feedlot Pty Ltd, Toogoolawah QLD (Q063ILC007)"
561834,2024/2025,704122,WA,WA1752,Ucarty Holdings Pty Ltd,UCARTY HOLDINGS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,136920,___4_,136920,,,,,Ucarty,WA,6462,-31.367497,116.976365,"Ucarty Holdings Pty Ltd, Ucarty WA (WA1752)"
567952,2024/2025,520004,SA,SA0399,Wanderribby Pty Ltd,WANDERRIBBY HOLDINGS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,519330,___4_,519330,,,,,Meningie,SA,5264,-35.757514,139.351789,"Wanderribby Pty Ltd, Meningie SA (SA0399)"
570434,2024/2025,512554,QLD,Q063WFM001,Waterfall,WATERFALL FEEDLOT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,625093.88,___4_,625093.88,,,,,Goomeri,QLD,4601,-26.077648,152.028295,"Waterfall, Goomeri QLD (Q063WFM001)"
570416,2024/2025,512540,QLD,Q063WEP001,Weeroona Pastoral Co - Weeroona Feedlot,WEEROONA FAMILY TRUST,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,56109.73,___4_,56109.73,,,,,Guluguba,QLD,4418,-26.296658,150.182949,"Weeroona Pastoral Co - Weeroona Feedlot, Guluguba QLD (Q063WEP001)"
570312,2024/2025,512324,QLD,Q063OAH001,Whyalla Feedlot,WHYALLA BEEF PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,4730577,___4_,4730577,,,,,Texas,QLD,4385,-28.745209,151.052599,"Whyalla Feedlot, Texas QLD (Q063OAH001)"
570078,2024/2025,546268,WA,WA0773,Willyung Farms,WILLYUNG PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,29750,___4_,29750,,,,,Albany,WA,6330,-34.935833,117.853889,"Willyung Farms, Albany WA (WA0773)"
562794,2024/2025,484110,NSW,1113,Garrison Feedlot,WOODWARD FOODS AUSTRALIA PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,319000,___4_,319000,,,,,Murray Downs,NSW,2734,-35.303325,143.602817,"Garrison Feedlot, Murray Downs NSW (1113)"
562680,2024/2025,520036,SA,SA0405,Yarralinka Livestock,YARRALINKA LIVESTOCK CO. PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,386540,___4_,386540,,,,,Lower Light,SA,5501,-34.501545,138.397202,"Yarralinka Livestock, Lower Light SA (SA0405)"
560806,2023/2024,561772,QLD,Q063WAR001,Warrigal Hills,A J & V M THORNE,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,158073.71,___4_,158073.71,,,,,Wandoan,QLD,4419,-25.950376,149.908313,"Warrigal Hills, Wandoan QLD (Q063WAR001)"
553136,2023/2024,546228,WA,WA0756,Daniel's Well,A O'MEEHAN AND CO.,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,118136.67,___4_,118136.67,,,,,Borden,WA,6338,-34.223631,118.276988,"Daniel's Well, Borden WA (WA0756)"
561038,2023/2024,511618,QLD,Q063AQU001,Yarranbrook Feedlot,AQUALARK PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,811119.58,___4_,811119.58,,,,,Inglewood,QLD,4387,-28.427244,150.96566,"Yarranbrook Feedlot, Inglewood QLD (Q063AQU001)"
560758,2023/2024,511632,QLD,Q063ARF001,Aronui Feedlot,AUSTRALIAN AGRICULTURAL COMPANY LIMITED,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1216482.93,___4_,1216482.93,,,,,Dalby,QLD,4405,-27.035665,151.333029,"Aronui Feedlot, Dalby QLD (Q063ARF001)"
560664,2023/2024,511516,QLD,Q063ACO001,Brindley Park Feedlot,AUSTRALIAN COUNTRY CHOICE FEEDLOTS,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1183490,___4_,1183490,,,,,Roma,QLD,4455,-26.258,148.960278,"Brindley Park Feedlot, Roma QLD (Q063ACO001)"
560646,2023/2024,511526,QLD,Q063ACO002,Brisbane Valley Feedlot,AUSTRALIAN COUNTRY CHOICE FEEDLOTS,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,199010,___4_,199010,,,,,Buaraba,QLD,4311,-27.39668,152.35723,"Brisbane Valley Feedlot, Buaraba QLD (Q063ACO002)"
560704,2023/2024,512052,QLD,Q063ILC012,Opal Creek,AUSTRALIAN COUNTRY CHOICE FEEDLOTS,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,1731392,___4_,1731392,,,,,Cecil Plains,QLD,4407,-27.679387,150.914363,"Opal Creek, Cecil Plains QLD (Q063ILC012)"
558040,2023/2024,484126,NSW,1117,Avondale Feedlot,AVONDALE AG,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,167828.3833,___4_,167828.3833,,,,,Rowena,NSW,2387,-29.684677,148.827652,"Avondale Feedlot, Rowena NSW (1117)"
559116,2023/2024,511750,QLD,Q063CGN001,Barmount Feedlot,BARMOUNT PARTNERSHIP,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,368970,___4_,368970,,,,,Lotus Creek,QLD,4705,-22.542129,149.093487,"Barmount Feedlot, Lotus Creek QLD (Q063CGN001)"
555954,2023/2024,484122,NSW,1116,Bective Feedlot,BECTIVE OPERATIONS PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,337825,1____,337825,,,,,Tamworth,NSW,2340,-30.973208,150.730796,"Bective Feedlot, Tamworth NSW (1116)"
558896,2023/2024,660140,NSW,1547,Haino Park Feedlot,BLACKMORE WAGYU BEEF PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,82180,___4_,82180,,,,,Finley,NSW,2713,-35.58536,145.43373,"Haino Park Feedlot, Finley NSW (1547)"
560660,2023/2024,685376,QLD,Q063CAD001,Cadelga,CADELGA CATTLE CO PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,269646.3,___4_,269646.3,,,,,Inglewood,QLD,4387,-28.400621,151.198659,"Cadelga, Inglewood QLD (Q063CAD001)"
562284,2023/2024,693844,QLD,Q063CAN001,Canning Downs South,CANNING DOWNS SOUTH TRUST,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,399327,___4_,399327,,,,,Elbow Valley,QLD,4370,-28.393242,152.169531,"Canning Downs South, Elbow Valley QLD (Q063CAN001)"
556196,2023/2024,484062,NSW,1106,Frampton Flat Feedlot,DJ FRANKEL TRUST T/A FRAMPTON FLAT,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,168490,___4_,168490,,,,,Tullibigeal,NSW,2669,-33.419295,146.731779,"Frampton Flat Feedlot, Tullibigeal NSW (1106)"
561036,2023/2024,512042,QLD,Q063ILC011,Quail,DOUBLE D CATTLE CO. PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,109648,___4_,109648,,,,,Brymaroo,QLD,4403,-27.174522,151.59502,"Quail, Brymaroo QLD (Q063ILC011)"
557982,2023/2024,546200,WA,WA0749,Wongee Feedlot,DOWLCO LIVESTOCK PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,133291.6667,___4_,133291.6667,,,,,Popanyinning,WA,6309,-32.68,117.105278,"Wongee Feedlot, Popanyinning WA (WA0749)"
560650,2023/2024,685312,QLD,Q063FUF001,Wallardi,FED-UP FEEDLOT PTY LTD,0143,Beef Cattle Feedlots (Specialised),8,9,Ammonia (total),,,50770.3,___4_,50770.3,,,,,Cecil Plains,QLD,4407,-27.468028,151.192879,"Wallardi, Cecil Plains QLD (Q063FUF001)"
